,participant,generated_question,evaluation_question,section_id,answer,section_question_id,evaluation_question_id
581,onor05,What is defined as the total distance traveled divided by time of travel ?,Are students reading the text probably able to answer the question?,302,1,302What is defined as the total distance traveled divided by time of travel ?,6
582,onor05,What is defined as the total distance traveled divided by time of travel ?,Which kind of information is needed to answer the question?,302,1,302What is defined as the total distance traveled divided by time of travel ?,7
583,onor05,What is defined as the total distance traveled divided by time of travel ?,Do you think being able to answer the question is important to work on the topic covered by the text?,302,2,302What is defined as the total distance traveled divided by time of travel ?,8
584,onor05,What is defined as the total distance traveled divided by time of travel ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",302,3,302What is defined as the total distance traveled divided by time of travel ?,9
585,onor05,What is one way sociology has played a role in social reforms ?,Could you understand what the question is asking?,307,1,307What is one way sociology has played a role in social reforms ?,1
586,onor05,What is one way sociology has played a role in social reforms ?,Is the question related to the given text?,307,1,307What is one way sociology has played a role in social reforms ?,2
587,onor05,What is one way sociology has played a role in social reforms ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",307,2,307What is one way sociology has played a role in social reforms ?,3
588,onor05,What is one way sociology has played a role in social reforms ?,Is it clear what the question asks for?,307,1,307What is one way sociology has played a role in social reforms ?,4
589,onor05,What is one way sociology has played a role in social reforms ?,Could you rephrase the question to make it clearer and/or error-free?,307,2,307What is one way sociology has played a role in social reforms ?,5
590,onor05,What is one way sociology has played a role in social reforms ?,Are students reading the text probably able to answer the question?,307,1,307What is one way sociology has played a role in social reforms ?,6
591,onor05,What is one way sociology has played a role in social reforms ?,Which kind of information is needed to answer the question?,307,1,307What is one way sociology has played a role in social reforms ?,7
592,onor05,What is one way sociology has played a role in social reforms ?,Do you think being able to answer the question is important to work on the topic covered by the text?,307,1,307What is one way sociology has played a role in social reforms ?,8
593,onor05,What is one way sociology has played a role in social reforms ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",307,2,307What is one way sociology has played a role in social reforms ?,9
594,onor05,What do differing personal hygiene habits reflect the cultural value ?,Could you understand what the question is asking?,313,2,313What do differing personal hygiene habits reflect the cultural value ?,1
595,onor05,What do differing personal hygiene habits reflect the cultural value ?,Is the question related to the given text?,313,10,313What do differing personal hygiene habits reflect the cultural value ?,2
596,onor05,What do differing personal hygiene habits reflect the cultural value ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",313,10,313What do differing personal hygiene habits reflect the cultural value ?,3
597,onor05,What do differing personal hygiene habits reflect the cultural value ?,Is it clear what the question asks for?,313,10,313What do differing personal hygiene habits reflect the cultural value ?,4
598,onor05,What do differing personal hygiene habits reflect the cultural value ?,Could you rephrase the question to make it clearer and/or error-free?,313,10,313What do differing personal hygiene habits reflect the cultural value ?,5
599,onor05,What do differing personal hygiene habits reflect the cultural value ?,Are students reading the text probably able to answer the question?,313,10,313What do differing personal hygiene habits reflect the cultural value ?,6
600,onor05,What do differing personal hygiene habits reflect the cultural value ?,Which kind of information is needed to answer the question?,313,10,313What do differing personal hygiene habits reflect the cultural value ?,7
601,onor05,What do differing personal hygiene habits reflect the cultural value ?,Do you think being able to answer the question is important to work on the topic covered by the text?,313,10,313What do differing personal hygiene habits reflect the cultural value ?,8
